"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.311341,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1978-Q4",1.169105,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1979-Q1",0.123656,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1979-Q2",3.105253,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.000008,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.612993,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.801235,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-0.643802,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1980-Q3",-0.396722,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1980-Q4",-0.13276,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1981-Q1",1.189866,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1981-Q2",-0.249632,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1981-Q3",0.263434,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-0.078831,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.374671,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1982-Q2",-0.615593,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1982-Q3",-0.988404,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.239589,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.90627,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1983-Q2",1.052778,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1983-Q3",-0.208368,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1983-Q4",1.383274,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1984-Q1",1.322573,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1984-Q2",-1.575206,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1984-Q3",2.723288,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.841814,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1985-Q1",-0.545071,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1985-Q2",1.002248,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.302408,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1985-Q4",0.599977,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1986-Q1",-0.572049,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1986-Q2",1.150685,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.738239,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.997108,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1987-Q1",-2.509805,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1987-Q2",2.244994,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1987-Q3",0.692121,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.5999,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1988-Q1",-0.906973,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1988-Q2",1.812832,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1988-Q3",1.133076,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1988-Q4",1.177547,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1989-Q1",1.045143,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1989-Q2",0.402548,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1989-Q3",0.913245,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1989-Q4",1.158806,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1990-Q1",2.075707,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1990-Q2",0.49166,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1990-Q3",2.105935,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1990-Q4",1.760421,"E"
"DEU","QGDP","TOT","PC_CHGPP","Q","1991-Q1",2.821041,
"DEU","QGDP","TOT","PC_CHGPP","Q","1991-Q2",-0.503543,
"DEU","QGDP","TOT","PC_CHGPP","Q","1991-Q3",-0.218841,
"DEU","QGDP","TOT","PC_CHGPP","Q","1991-Q4",1.274842,
"DEU","QGDP","TOT","PC_CHGPP","Q","1992-Q1",1.512562,
"DEU","QGDP","TOT","PC_CHGPP","Q","1992-Q2",-0.720002,
"DEU","QGDP","TOT","PC_CHGPP","Q","1992-Q3",-0.201445,
"DEU","QGDP","TOT","PC_CHGPP","Q","1992-Q4",-0.309514,
"DEU","QGDP","TOT","PC_CHGPP","Q","1993-Q1",-0.739109,
"DEU","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0,
"DEU","QGDP","TOT","PC_CHGPP","Q","1993-Q3",0.571197,
"DEU","QGDP","TOT","PC_CHGPP","Q","1993-Q4",-0.094656,
"DEU","QGDP","TOT","PC_CHGPP","Q","1994-Q1",1.390786,
"DEU","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.26699,
"DEU","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.692321,
"DEU","QGDP","TOT","PC_CHGPP","Q","1994-Q4",1.163561,
"DEU","QGDP","TOT","PC_CHGPP","Q","1995-Q1",-0.336524,
"DEU","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.76065,
"DEU","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.169204,
"DEU","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.038987,
"DEU","QGDP","TOT","PC_CHGPP","Q","1996-Q1",-0.821488,
"DEU","QGDP","TOT","PC_CHGPP","Q","1996-Q2",1.361963,
"DEU","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.335915,
"DEU","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.721092,
"DEU","QGDP","TOT","PC_CHGPP","Q","1997-Q1",-0.533739,
"DEU","QGDP","TOT","PC_CHGPP","Q","1997-Q2",1.349622,
"DEU","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.304377,
"DEU","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.708044,
"DEU","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.938482,
"DEU","QGDP","TOT","PC_CHGPP","Q","1998-Q2",-0.38557,
"DEU","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.474465,
"DEU","QGDP","TOT","PC_CHGPP","Q","1998-Q4",-0.447372,
"DEU","QGDP","TOT","PC_CHGPP","Q","1999-Q1",1.160954,
"DEU","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.012338,
"DEU","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.13511,
"DEU","QGDP","TOT","PC_CHGPP","Q","1999-Q4",0.792973,
"DEU","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.422232,
"DEU","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.835425,
"DEU","QGDP","TOT","PC_CHGPP","Q","2000-Q3",-0.035508,
"DEU","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.319672,
"DEU","QGDP","TOT","PC_CHGPP","Q","2001-Q1",2.016211,
"DEU","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.034932,
"DEU","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-0.197998,
"DEU","QGDP","TOT","PC_CHGPP","Q","2001-Q4",-0.105024,
"DEU","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-0.516925,
"DEU","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.434471,
"DEU","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.514446,
"DEU","QGDP","TOT","PC_CHGPP","Q","2002-Q4",-0.174482,
"DEU","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-1.47986,
"DEU","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.106437,
"DEU","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.779773,
"DEU","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.269646,
"DEU","QGDP","TOT","PC_CHGPP","Q","2004-Q1",-0.163668,
"DEU","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.503567,
"DEU","QGDP","TOT","PC_CHGPP","Q","2004-Q3",-0.19809,
"DEU","QGDP","TOT","PC_CHGPP","Q","2004-Q4",-0.093399,
"DEU","QGDP","TOT","PC_CHGPP","Q","2005-Q1",-0.008763,
"DEU","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.561008,
"DEU","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.825198,
"DEU","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.472624,
"DEU","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.963741,
"DEU","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.738635,
"DEU","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.759527,
"DEU","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.529764,
"DEU","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.051882,
"DEU","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.840251,
"DEU","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.508604,
"DEU","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.645992,
"DEU","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.655266,
"DEU","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.255073,
"DEU","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.628659,
"DEU","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.597684,
"DEU","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-4.677444,
"DEU","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.137173,
"DEU","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.570776,
"DEU","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.749154,
"DEU","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.802771,
"DEU","QGDP","TOT","PC_CHGPP","Q","2010-Q2",2.235389,
"DEU","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.830866,
"DEU","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.824029,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.924936,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.094964,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.864337,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.271718,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.199103,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.167335,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.29233,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.416401,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.470416,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.050312,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.540479,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.341159,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.968471,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-0.030612,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.489948,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.863376,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.201401,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.62563,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.451261,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.439251,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.795151,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.571937,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.2059,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.362032,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.189433,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.558826,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.862317,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.731446,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.132033,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.386139,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.103204,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.206611,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.475634,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.242517,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.196355,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.027992,
"LUX","QGDP","TOT","PC_CHGPP","Q","1960-Q2",1.082788,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1960-Q3",1.077075,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1960-Q4",1.071421,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1961-Q1",1.049261,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1961-Q2",1.031952,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1961-Q3",0.610606,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1961-Q4",0.165051,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1962-Q1",0.160319,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1962-Q2",0.16172,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1962-Q3",0.423165,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1962-Q4",0.698328,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1963-Q1",0.696456,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1963-Q2",0.677529,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1963-Q3",1.569827,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1963-Q4",2.483196,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1964-Q1",2.403891,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1964-Q2",2.340656,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1964-Q3",1.266756,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1964-Q4",0.198349,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1965-Q1",0.191471,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1965-Q2",0.194236,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1965-Q3",0.275606,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1965-Q4",0.360587,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1966-Q1",0.354313,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1966-Q2",0.352207,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1966-Q3",0.118505,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1966-Q4",-0.131479,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1967-Q1",-0.12891,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1967-Q2",-0.129737,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1967-Q3",0.35421,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1967-Q4",0.868292,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1968-Q1",0.864826,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1968-Q2",0.84429,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1968-Q3",2.024063,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1968-Q4",3.198278,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1969-Q1",3.071908,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1969-Q2",2.957898,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1969-Q3",1.483481,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1969-Q4",-0.016203,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1970-Q1",0.570229,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1970-Q2",-0.502263,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1970-Q3",-0.057052,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1970-Q4",0.357559,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.72943,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1971-Q2",1.022278,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.295415,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1971-Q4",1.515131,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1972-Q1",1.664932,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1972-Q2",1.767207,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1972-Q3",1.843768,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.91726,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1973-Q1",2.001759,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1973-Q2",2.106209,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1973-Q3",2.264657,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1973-Q4",2.167429,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1974-Q1",1.538049,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1974-Q2",0.526564,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1974-Q3",-0.917417,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-2.215837,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1975-Q1",-2.690011,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1975-Q2",-2.268514,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1975-Q3",-0.960291,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1975-Q4",0.572463,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1976-Q1",1.449332,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1976-Q2",1.531739,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1976-Q3",0.97424,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.275678,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1977-Q1",-0.050325,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1977-Q2",0.036882,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.506055,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1977-Q4",1.047038,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1978-Q1",1.3111,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1978-Q2",1.285131,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.031801,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1978-Q4",0.696245,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1979-Q1",0.451987,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1979-Q2",0.345324,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.344752,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.359333,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.291944,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1980-Q2",0.151426,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1980-Q3",-0.063224,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1980-Q4",-0.25009,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1981-Q1",-0.297489,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1981-Q2",-0.203182,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1981-Q3",0.023791,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1981-Q4",0.271147,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.406864,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.416662,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1982-Q3",0.33306,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.304403,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.50074,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1983-Q2",0.904903,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1983-Q3",1.530276,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1983-Q4",2.017614,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1984-Q1",2.008825,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1984-Q2",1.56218,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1984-Q3",0.740316,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.0389,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1985-Q1",-0.025472,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1985-Q2",0.546865,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.739756,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1985-Q4",2.866839,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1986-Q1",3.202976,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1986-Q2",2.819252,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1986-Q3",1.885215,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.897677,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1987-Q1",0.390149,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1987-Q2",0.428521,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1987-Q3",0.946731,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.65454,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1988-Q1",2.222718,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1988-Q2",2.612815,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1988-Q3",2.880656,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1988-Q4",2.926296,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1989-Q1",2.648368,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1989-Q2",2.140821,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1989-Q3",1.463473,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1989-Q4",0.900854,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1990-Q1",0.788354,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1990-Q2",1.144336,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1990-Q3",1.933531,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1990-Q4",2.632888,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1991-Q1",2.708053,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1991-Q2",2.245889,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1991-Q3",1.345213,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.419942,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1992-Q1",-0.075741,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1992-Q2",-0.073511,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.357165,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1992-Q4",0.920053,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1993-Q1",1.277109,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1993-Q2",1.392368,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.336456,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1993-Q4",1.162644,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1994-Q1",0.949749,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.753365,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.557057,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1994-Q4",0.383916,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","1995-Q1",-0.157725,
"LUX","QGDP","TOT","PC_CHGPP","Q","1995-Q2",-0.045947,
"LUX","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.278648,
"LUX","QGDP","TOT","PC_CHGPP","Q","1995-Q4",6.664823,
"LUX","QGDP","TOT","PC_CHGPP","Q","1996-Q1",-4.35659,
"LUX","QGDP","TOT","PC_CHGPP","Q","1996-Q2",1.139207,
"LUX","QGDP","TOT","PC_CHGPP","Q","1996-Q3",-0.751133,
"LUX","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.742489,
"LUX","QGDP","TOT","PC_CHGPP","Q","1997-Q1",1.590016,
"LUX","QGDP","TOT","PC_CHGPP","Q","1997-Q2",2.149841,
"LUX","QGDP","TOT","PC_CHGPP","Q","1997-Q3",2.337989,
"LUX","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.06254,
"LUX","QGDP","TOT","PC_CHGPP","Q","1998-Q1",1.408009,
"LUX","QGDP","TOT","PC_CHGPP","Q","1998-Q2",2.531814,
"LUX","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.469901,
"LUX","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.480026,
"LUX","QGDP","TOT","PC_CHGPP","Q","1999-Q1",2.640841,
"LUX","QGDP","TOT","PC_CHGPP","Q","1999-Q2",2.702373,
"LUX","QGDP","TOT","PC_CHGPP","Q","1999-Q3",3.315803,
"LUX","QGDP","TOT","PC_CHGPP","Q","1999-Q4",0.604439,
"LUX","QGDP","TOT","PC_CHGPP","Q","2000-Q1",5.058532,
"LUX","QGDP","TOT","PC_CHGPP","Q","2000-Q2",-0.961258,
"LUX","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.537492,
"LUX","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.807189,
"LUX","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.579627,
"LUX","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-1.991549,
"LUX","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.511888,
"LUX","QGDP","TOT","PC_CHGPP","Q","2001-Q4",2.242894,
"LUX","QGDP","TOT","PC_CHGPP","Q","2002-Q1",1.274633,
"LUX","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.72826,
"LUX","QGDP","TOT","PC_CHGPP","Q","2002-Q3",-1.297105,
"LUX","QGDP","TOT","PC_CHGPP","Q","2002-Q4",-0.155214,
"LUX","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.959108,
"LUX","QGDP","TOT","PC_CHGPP","Q","2003-Q2",2.69343,
"LUX","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.412567,
"LUX","QGDP","TOT","PC_CHGPP","Q","2003-Q4",2.973483,
